index,Series_Title,Released_Year,Certificate,Runtime_in_Minutes,Genre,IMDB_Rating,Meta_score,No_of_Votes,Gross
883,Gifted,2017,PG-13,101,Drama,7.6,60.0,99643.0,24801212
884,The Peanut Butter Falcon,2019,PG-13,97,"Adventure, Comedy, Drama",7.6,70.0,66346.0,13122642
885,Victoria,2015,-1,138,"Crime, Drama, Romance",7.6,77.0,52903.0,-1
886,Mustang,2015,PG-13,97,Drama,7.6,83.0,35785.0,845464
887,Guardians of the Galaxy Vol. 2,2017,UA,136,"Action, Adventure, Comedy",7.6,67.0,569974.0,389813101
888,Baby Driver,2017,UA,113,"Action, Crime, Drama",7.6,86.0,439406.0,107825862
889,Only the Brave,2017,UA,134,"Action, Biography, Drama",7.6,72.0,58371.0,18340051
890,Bridge of Spies,2015,UA,142,"Drama, History, Thriller",7.6,81.0,287659.0,72313754
891,Incredibles 2,2018,UA,118,"Animation, Action, Adventure",7.6,80.0,250057.0,608581744
892,Moana,2016,U,107,"Animation, Adventure, Comedy",7.6,81.0,272784.0,248757044
893,Sicario,2015,A,121,"Action, Crime, Drama",7.6,82.0,371291.0,46889293
894,Creed,2015,A,133,"Drama, Sport",7.6,82.0,247666.0,109767581
895,Leviafan,2014,R,140,"Crime, Drama",7.6,92.0,49397.0,1092800
896,Hell or High Water,2016,R,102,"Action, Crime, Drama",7.6,88.0,204175.0,26862450
897,Philomena,2013,PG-13,98,"Biography, Comedy, Drama",7.6,77.0,94212.0,37707719
898,Dawn of the Planet of the Apes,2014,UA,130,"Action, Adventure, Drama",7.6,79.0,411599.0,208545589
899,El cuerpo,2012,-1,112,"Mystery, Thriller",7.6,-1.0,57549.0,-1
900,Serbuan maut,2011,A,101,"Action, Thriller",7.6,73.0,190531.0,4105123
901,End of Watch,2012,A,109,"Action, Crime, Drama",7.6,68.0,228132.0,41003371
902,Kari-gurashi no Arietti,2010,U,94,"Animation, Adventure, Family",7.6,80.0,80939.0,19202743
903,A Star Is Born,2018,UA,136,"Drama, Music, Romance",7.6,88.0,334312.0,215288866
904,True Grit,2010,PG-13,110,"Drama, Western",7.6,80.0,311822.0,171243005
905,Hævnen,2010,R,118,"Drama, Romance",7.6,65.0,38491.0,1008098
906,Despicable Me,2010,U,95,"Animation, Comedy, Crime",7.6,72.0,500851.0,251513985
907,50/50,2011,R,100,"Comedy, Drama, Romance",7.6,72.0,315426.0,35014192
908,Kick-Ass,2010,UA,117,"Action, Comedy, Crime",7.6,66.0,524081.0,48071303
909,Celda 211,2009,-1,113,"Action, Adventure, Crime",7.6,-1.0,63882.0,-1
910,Moneyball,2011,PG-13,133,"Biography, Drama, Sport",7.6,87.0,369529.0,75605492
911,La piel que habito,2011,R,120,"Drama, Horror, Thriller",7.6,70.0,138959.0,3185812
912,Zombieland,2009,A,88,"Adventure, Comedy, Fantasy",7.6,73.0,520041.0,75590286
913,Die Welle,2008,-1,107,"Drama, Thriller",7.6,-1.0,102742.0,-1
914,Sherlock Holmes,2009,PG-13,128,"Action, Adventure, Mystery",7.6,57.0,583158.0,209028679
915,The Blind Side,2009,UA,129,"Biography, Drama, Sport",7.6,53.0,293266.0,255959475
916,The Visitor,2007,PG-13,104,Drama,7.6,79.0,41544.0,9422422
917,Seven Pounds,2008,UA,123,Drama,7.6,36.0,286770.0,69951824
918,Eastern Promises,2007,R,100,"Action, Crime, Drama",7.6,82.0,227760.0,17114882
919,Stardust,2007,U,127,"Adventure, Family, Fantasy",7.6,66.0,255036.0,38634938
920,The Secret of Kells,2009,-1,71,"Animation, Adventure, Family",7.6,81.0,31779.0,686383
921,Inside Man,2006,R,129,"Crime, Drama, Mystery",7.6,76.0,339757.0,88513495
922,Gone Baby Gone,2007,R,114,"Crime, Drama, Mystery",7.6,72.0,250590.0,20300218
923,La Vie En Rose,2007,PG-13,140,"Biography, Drama, Music",7.6,66.0,82781.0,10301706
924,Huo Yuan Jia,2006,PG-13,104,"Action, Biography, Drama",7.6,70.0,72863.0,24633730
925,The Illusionist,2006,U,110,"Drama, Fantasy, Mystery",7.6,68.0,354728.0,39868642
926,Dead Man's Shoes,2004,-1,90,"Crime, Drama, Thriller",7.6,52.0,49728.0,6013
927,Harry Potter and the Half-Blood Prince,2009,UA,153,"Action, Adventure, Family",7.6,78.0,474827.0,301959197
928,300,2006,A,117,"Action, Drama",7.6,52.0,732876.0,210614939
929,Match Point,2005,R,124,"Drama, Romance, Thriller",7.6,72.0,206294.0,23089926
930,Watchmen,2009,A,162,"Action, Drama, Mystery",7.6,56.0,500799.0,107509799
931,Lord of War,2005,R,122,"Action, Crime, Drama",7.6,62.0,294140.0,24149632
932,Saw,2004,UA,103,"Horror, Mystery, Thriller",7.6,46.0,379020.0,56000369
933,"Synecdoche, New York",2008,R,124,Drama,7.6,67.0,83158.0,3081925
934,Mysterious Skin,2004,R,105,Drama,7.6,73.0,65939.0,697181
935,Jeux d'enfants,2003,R,93,"Comedy, Drama, Romance",7.6,45.0,67360.0,548707
936,Un long dimanche de fiançailles,2004,U,133,"Drama, Mystery, Romance",7.6,76.0,70925.0,6167817
937,The Station Agent,2003,R,89,"Comedy, Drama",7.6,81.0,67370.0,5739376
938,21 Grams,2003,UA,124,"Crime, Drama, Thriller",7.6,70.0,224545.0,16290476
939,Boksuneun naui geot,2002,R,129,"Crime, Drama, Thriller",7.6,56.0,62659.0,45289
940,Finding Neverland,2004,U,106,"Biography, Drama, Family",7.6,67.0,198677.0,51680613
941,25th Hour,2002,R,135,Drama,7.6,68.0,169708.0,13060843
942,The Butterfly Effect,2004,U,113,"Drama, Sci-Fi, Thriller",7.6,30.0,451479.0,57938693
943,28 Days Later...,2002,A,113,"Drama, Horror, Sci-Fi",7.6,73.0,376853.0,45064915
944,Batoru rowaiaru,2000,-1,114,"Action, Adventure, Drama",7.6,81.0,169091.0,-1
945,The Royal Tenenbaums,2001,A,110,"Comedy, Drama",7.6,76.0,266842.0,52364010
946,Y tu mamá también,2001,A,106,Drama,7.6,88.0,115827.0,13622333
947,Harry Potter and the Sorcerer's Stone,2001,U,152,"Adventure, Family, Fantasy",7.6,64.0,658185.0,317575550
948,The Others,2001,PG-13,101,"Horror, Mystery, Thriller",7.6,74.0,337651.0,96522687
949,Blow,2001,R,124,"Biography, Crime, Drama",7.6,52.0,240714.0,52990775
950,Enemy at the Gates,2001,A,131,"Drama, History, War",7.6,53.0,243729.0,51401758
951,Minority Report,2002,A,145,"Action, Crime, Mystery",7.6,80.0,508417.0,132072926
952,The Hurricane,1999,R,146,"Biography, Drama, Sport",7.6,74.0,91557.0,50668906
953,American Psycho,2000,A,101,"Comedy, Crime, Drama",7.6,64.0,490062.0,15070285
954,Lola rennt,1998,UA,81,"Crime, Drama, Thriller",7.6,77.0,188317.0,7267585
955,The Thin Red Line,1998,A,170,"Drama, War",7.6,78.0,172710.0,36400491
956,Mulan,1998,U,88,"Animation, Adventure, Family",7.6,71.0,256906.0,120620254
957,Fear and Loathing in Las Vegas,1998,R,118,"Adventure, Comedy, Drama",7.6,41.0,259753.0,10680275
958,Funny Games,1997,A,108,"Crime, Drama, Thriller",7.6,69.0,65058.0,-1
959,Dark City,1998,A,100,"Mystery, Sci-Fi, Thriller",7.6,66.0,187927.0,14378331
960,Sleepers,1996,UA,147,"Crime, Drama, Thriller",7.6,49.0,186734.0,49100000
961,Lost Highway,1997,A,134,"Mystery, Thriller",7.6,52.0,131101.0,3796699
962,Sense and Sensibility,1995,U,136,"Drama, Romance",7.6,84.0,102598.0,43182776
963,Die Hard: With a Vengeance,1995,A,128,"Action, Adventure, Thriller",7.6,58.0,364420.0,100012499
964,Dead Man,1995,R,121,"Adventure, Drama, Fantasy",7.6,62.0,90442.0,1037847
965,The Bridges of Madison County,1995,A,135,"Drama, Romance",7.6,69.0,73172.0,71516617
966,Apollo 13,-1,U,140,"Adventure, Drama, History",7.6,77.0,269197.0,173837933
967,Trois couleurs: Blanc,1994,U,92,"Comedy, Drama, Romance",7.6,88.0,64390.0,1464625
968,Falling Down,1993,R,113,"Action, Crime, Drama",7.6,56.0,171640.0,40903593
969,Dazed and Confused,1993,U,102,Comedy,7.6,78.0,165465.0,7993039
970,My Cousin Vinny,1992,UA,120,"Comedy, Crime",7.6,68.0,107325.0,52929168
971,Omohide poro poro,1991,U,118,"Animation, Drama, Romance",7.6,90.0,27071.0,453243
972,Delicatessen,1991,R,99,"Comedy, Crime",7.6,66.0,80487.0,1794187
973,Home Alone,1990,U,103,"Comedy, Family",7.6,63.0,488817.0,285761243
974,The Godfather: Part III,1990,A,162,"Crime, Drama",7.6,60.0,359809.0,66666062
975,When Harry Met Sally...,1989,UA,95,"Comedy, Drama, Romance",7.6,76.0,195663.0,92823600
976,The Little Mermaid,1989,U,83,"Animation, Family, Fantasy",7.6,88.0,237696.0,111543479
977,The Naked Gun: From the Files of Police Squad!,1988,U,85,"Comedy, Crime",7.6,76.0,152871.0,78756177
978,"Planes, Trains & Automobiles",1987,U,93,"Comedy, Drama",7.6,72.0,124773.0,49530280
979,Lethal Weapon,1987,A,109,"Action, Crime, Thriller",7.6,68.0,236894.0,65207127
980,Blood Simple,1984,A,99,"Crime, Drama, Thriller",7.6,82.0,87745.0,2150000
981,On Golden Pond,1981,UA,109,Drama,7.6,68.0,27650.0,119285432
982,Mad Max 2,1981,A,96,"Action, Adventure, Sci-Fi",7.6,77.0,166588.0,12465371
983,The Warriors,1979,UA,92,"Action, Crime, Thriller",7.6,65.0,93878.0,22490039
984,The Muppet Movie,1979,U,95,"Adventure, Comedy, Family",7.6,74.0,32802.0,76657000
985,Escape from Alcatraz,1979,A,112,"Action, Biography, Crime",7.6,76.0,121731.0,43000000
986,Watership Down,1978,U,91,"Animation, Adventure, Drama",7.6,64.0,33656.0,-1
987,Midnight Express,1978,A,121,"Biography, Crime, Drama",7.6,59.0,73662.0,35000000
988,Close Encounters of the Third Kind,1977,U,138,"Drama, Sci-Fi",7.6,90.0,184966.0,132088635
989,The Long Goodbye,1973,A,112,"Comedy, Crime, Drama",7.6,87.0,26337.0,959
990,Giù la testa,1971,PG,157,"Drama, War, Western",7.6,77.0,30144.0,69669
991,Kelly's Heroes,1970,GP,144,"Adventure, Comedy, War",7.6,50.0,45338.0,1378435
992,The Jungle Book,1967,U,78,"Animation, Adventure, Family",7.6,65.0,166409.0,141843612
993,Blowup,1966,A,111,"Drama, Mystery, Thriller",7.6,82.0,56513.0,-1
994,A Hard Day's Night,1964,U,87,"Comedy, Music, Musical",7.6,96.0,40351.0,13780024
995,Breakfast at Tiffany's,1961,A,115,"Comedy, Drama, Romance",7.6,76.0,166544.0,-1
996,Giant,1956,G,201,"Drama, Western",7.6,84.0,34075.0,-1
997,From Here to Eternity,1953,Passed,118,"Drama, Romance, War",7.6,85.0,43374.0,30500000
998,Lifeboat,1944,-1,97,"Drama, War",7.6,78.0,26471.0,-1
999,The 39 Steps,1935,-1,86,"Crime, Mystery, Thriller",7.6,93.0,51853.0,-1
